HOME,BMI_M,CAR_AGE,MILE_M,NOBS,BLUE,WHITE,PINK,GOVT,P_TDI,P_UI,AVG_MATH,AVG_VERBAL,SAT_TAKE,NOBS_SAT_TAKE,AVG_AP,AP_TAKE,NOBS_AP_TAKE,N_PRISONERS,av_above0_math,av_above0_read,av_va_math_elem,av_va_math_middle,av_va_read_elem,av_va_read_middle,va_read,va_math,population,over_18,PROPORTION_PRISONERS,bg_id
158003.0,25.82,8.79,35586.0,2234.0,35.42,47.23,12.18,5.17,1.34,0.98,422.86,397.86,29.63,27.0,,14.81,27.0,12.0,,0.375,,,-0.0672115,-0.0217061,38.0,,664,491.0,2.44,0158003
158004.0,26.2,10.03,38212.0,2679.0,40.81,39.88,14.64,4.67,0.93,1.38,,,31.25,16.0,,12.5,16.0,27.0,,0.1875,,0.0675345,-0.0905155,-0.1057888,19.0,,706,565.0,4.78,0158004
158005.0,26.45,9.46,37696.0,2498.0,35.54,43.37,19.28,1.81,0.8,1.8,440.0,421.67,29.41,17.0,,5.88,17.0,36.0,0.7272727,0.2222222,,0.0405045,-0.0642071,-0.0397234,22.0,73.0,799,620.0,5.81,0158005
159001.0,26.33,10.26,47562.0,2747.0,32.6,49.04,16.44,1.92,0.84,1.67,460.67,434.67,34.48,29.0,,10.34,29.0,36.0,0.6666667,0.3,,0.047282,-0.0651249,-0.068898,30.0,67.0,870,671.0,5.37,0159001
159002.0,26.01,9.71,36517.0,2372.0,35.22,42.52,16.61,5.65,1.14,1.22,448.46,450.77,22.73,22.0,,13.64,22.0,24.0,0.5833333,0.2631579,,0.042371,-0.0599639,-0.0886962,26.0,58.0,685,523.0,4.59,0159002
159003.0,26.22,8.89,43501.0,2603.0,34.97,49.02,14.38,1.63,1.04,1.11,,,15.38,13.0,,7.69,13.0,32.0,,0.3333333,,,-0.0454867,,33.0,,702,564.0,5.67,0159003
159004.0,26.23,8.28,36121.0,2782.0,32.35,48.13,16.04,3.48,1.01,1.37,,,36.36,11.0,,0.0,11.0,33.0,,0.173913,,0.0812106,-0.0768703,-0.0358996,17.0,,719,556.0,5.94,0159004
160001.0,26.24,9.45,37833.0,2060.0,29.66,53.1,15.86,1.38,0.63,1.26,,,13.33,15.0,,0.0,15.0,99.0,,0.4166667,,,,-0.2369162,42.0,,769,640.0,15.47,0160001
160002.0,26.2,9.96,62674.0,3057.0,33.0,50.49,13.79,2.71,1.11,1.5,,,16.67,18.0,,5.56,18.0,106.0,,0.2777778,,-0.0277433,-0.0046839,-0.2652747,28.0,,962,724.0,14.64,0160002
160003.0,26.13,9.57,65832.0,4588.0,32.99,45.97,19.55,1.49,1.24,1.81,405.0,401.25,13.16,38.0,,5.26,38.0,195.0,0.8,0.4375,,-0.0184572,-0.0070507,-0.2614277,44.0,80.0,1558,1154.0,16.9,0160003
161001.0,26.43,8.89,46200.0,3120.0,33.71,50.45,14.51,1.34,0.8,1.67,364.67,368.67,17.24,29.0,,0.0,29.0,156.0,,0.375,,,-0.0689282,-0.0110149,38.0,,1065,850.0,18.35,0161001
161002.0,25.94,9.61,55187.0,2362.0,28.62,53.23,16.92,1.23,1.06,1.1,,,18.18,11.0,,0.0,11.0,69.0,0.5,0.4,,0.0893656,-0.0237682,-0.0550961,40.0,50.0,756,549.0,12.57,0161002
161003.0,25.83,10.1,76305.0,4761.0,34.56,48.17,15.75,1.53,1.01,1.51,410.29,374.12,23.21,55.0,,3.57,55.0,197.0,0.7391304,0.5526316,0.1090696,0.0416895,-0.0499977,-0.0574433,55.0,74.0,1446,981.0,20.08,0161003
161004.0,26.29,10.93,81579.0,4092.0,35.19,45.18,18.27,1.35,0.54,1.81,387.5,396.07,41.46,40.0,,7.32,40.0,236.0,0.7368421,0.46875,,0.0697858,-0.0621571,-0.0487142,47.0,74.0,1340,980.0,24.08,0161004
163001.0,26.05,9.1,36761.0,3435.0,34.13,48.32,13.94,3.61,1.02,1.37,,,,,,,,46.0,0.9090909,0.64,,0.2055228,-0.016362,0.0337727,64.0,91.0,1056,838.0,5.49,0163001
163002.0,25.7,9.62,33834.0,3907.0,33.2,50.51,12.83,3.46,1.05,1.54,,,25.0,20.0,,0.0,20.0,32.0,0.6,0.56,,0.1713862,-0.0103846,-0.0140167,56.0,60.0,990,807.0,3.97,0163002
163003.0,25.97,9.43,43902.0,2456.0,39.73,42.09,16.5,1.68,1.26,1.59,,,19.05,21.0,,9.52,21.0,31.0,0.6153846,0.56,,,0.0023876,0.0068045,56.0,62.0,632,492.0,6.3,0163003
164001.0,26.23,9.79,60327.0,8474.0,32.82,49.4,16.5,1.28,1.05,1.71,400.68,387.05,24.64,69.0,2.05,11.59,69.0,299.0,0.6470588,0.5454546,,0.0704299,-0.0623281,-0.0338143,55.0,65.0,2481,1750.0,17.09,0164001
164002.0,25.97,5.43,45.0,5312.0,35.64,45.44,16.85,2.07,0.94,1.68,413.33,398.15,33.33,36.0,,2.78,36.0,145.0,0.6086956,0.4705882,0.1087049,0.060129,-0.018471,-0.0502414,47.0,61.0,1549,1193.0,12.15,0164002
164003.0,26.44,9.95,72545.0,3033.0,33.49,46.98,18.6,0.93,0.89,1.65,400.48,371.9,26.67,30.0,,6.67,30.0,107.0,,0.3333333,,0.0652452,-0.077955,-0.0766079,33.0,,908,628.0,17.04,0164003
165001.0,24.84,7.77,22393.0,4001.0,22.49,66.46,7.77,3.27,0.47,0.92,,,,,,,,14.0,,0.8181818,,,,,82.0,,1175,953.0,1.47,0165001
165002.0,25.8,8.45,39072.0,4684.0,28.59,53.99,15.65,1.76,0.81,0.96,,,,,,,,85.0,,0.5833333,,,,0.0572503,58.0,,1416,1211.0,7.02,0165002
165003.0,25.41,8.3,28062.0,3808.0,30.41,54.18,13.06,2.36,0.76,0.92,,,27.27,11.0,,0.0,11.0,65.0,0.5454546,0.4761905,,0.0403066,0.0061046,-0.00643,48.0,55.0,1158,913.0,7.12,0165003
166001.0,26.22,9.82,46438.0,5828.0,31.51,49.09,17.19,2.21,1.06,1.53,447.24,436.55,29.27,41.0,1.53,19.51,41.0,126.0,0.8947368,0.6129032,,0.1839212,0.003674,0.0675967,61.0,89.0,1799,1382.0,9.12,0166001
167001.0,26.02,9.63,60943.0,4218.0,35.29,45.21,16.64,2.86,0.83,1.42,441.0,433.0,26.83,40.0,,4.88,40.0,148.0,0.6363636,0.5,,-0.0125592,-0.0126253,-0.2676387,50.0,64.0,1407,1060.0,13.96,0167001
167002.0,26.21,9.71,48325.0,5652.0,33.11,49.4,15.75,1.74,1.24,1.59,416.8,405.2,30.23,42.0,,4.65,42.0,178.0,0.6086956,0.4473684,,-0.0248808,-0.0109328,-0.2652524,45.0,61.0,1702,1308.0,13.61,0167002
168001.0,25.85,9.0,40092.0,3399.0,35.35,47.67,12.33,4.65,1.18,1.5,,,21.43,14.0,,7.14,14.0,18.0,0.8518519,0.5,,0.0931363,-0.0260129,-0.0325244,50.0,85.0,990,765.0,2.35,0168001
168002.0,26.45,9.54,33757.0,2111.0,37.17,43.87,15.24,3.72,1.23,1.04,,,0.0,11.0,,36.36,11.0,16.0,,0.0769231,,,-0.0960767,,8.0,,708,581.0,2.75,0168002
168003.0,26.13,9.42,41540.0,4911.0,36.48,47.6,14.26,1.66,0.94,0.96,430.38,425.0,19.44,36.0,,22.22,36.0,41.0,0.7916667,0.3888889,,0.094086,-0.0560566,-0.0579535,39.0,79.0,1372,1058.0,3.88,0168003
169001.0,26.33,8.98,29555.0,1970.0,36.09,43.91,13.48,6.52,1.07,1.22,,,,,,,,13.0,,0.3333333,,,,,33.0,,578,471.0,2.76,0169001
169002.0,25.03,8.97,24366.0,2002.0,30.25,56.3,7.14,6.3,0.6,1.05,,,,,,,,,,,,,,,,,604,522.0,,0169002
169003.0,26.09,9.68,40091.0,2051.0,30.68,51.79,12.35,5.18,1.02,1.12,,,,,,,,18.0,,0.1666667,,,-0.0896582,,17.0,,695,567.0,3.17,0169003
170001.0,26.18,9.24,32725.0,3024.0,38.46,45.6,12.91,3.02,1.19,1.22,485.45,501.82,54.55,11.0,,36.36,11.0,15.0,0.7142857,0.4210526,,,-0.0391356,,42.0,71.0,871,692.0,2.17,0170001
170002.0,26.35,9.17,37514.0,7172.0,33.56,48.81,14.9,2.73,0.78,1.25,431.74,449.13,27.27,44.0,1.65,20.45,44.0,88.0,0.8095238,0.4230769,,0.0424401,-0.0971545,-0.060859,42.0,81.0,2173,1845.0,4.77,0170002
170003.0,26.14,9.19,37354.0,2283.0,34.32,48.71,11.81,5.17,1.01,0.96,,,14.29,14.0,,21.43,14.0,11.0,0.6428571,0.3157895,,0.0571913,-0.0284638,-0.1583036,32.0,64.0,578,460.0,2.39,0170003
170004.0,25.93,9.04,33382.0,2866.0,30.61,50.44,15.16,3.79,0.91,1.08,438.33,480.0,31.25,16.0,,18.75,16.0,16.0,0.5714286,0.3,,-0.0060272,-0.0542997,-0.1454979,30.0,57.0,796,639.0,2.5,0170004
171001.0,25.99,9.49,40000.0,2869.0,28.95,55.79,11.84,3.42,1.12,1.22,,,,,,,,62.0,0.6875,0.4814815,,0.0793706,0.0089255,-0.1486488,48.0,69.0,803,622.0,9.97,0171001
171002.0,26.44,10.05,51500.0,2715.0,38.28,44.21,15.73,1.78,0.99,1.29,,,27.78,18.0,,0.0,18.0,62.0,,0.2222222,,-0.0450415,-0.0448933,-0.2684675,22.0,,806,643.0,9.64,0171002
171003.0,26.27,9.84,47956.0,7554.0,31.87,48.17,18.23,1.73,1.02,1.6,404.67,394.89,25.0,88.0,,7.95,88.0,179.0,0.625,0.4814815,,-0.049679,-0.0880637,-0.2620329,48.0,62.0,2541,1766.0,10.14,0171003
171004.0,25.94,9.56,56112.0,2367.0,32.13,51.48,13.44,2.95,1.23,1.69,411.67,415.83,37.5,16.0,,12.5,16.0,39.0,0.6923077,0.375,,-0.0324214,-0.0201262,-0.2764288,38.0,69.0,732,546.0,7.14,0171004
173001.0,26.32,9.68,42416.0,2619.0,39.83,42.12,13.18,4.87,0.76,1.22,486.36,497.27,34.78,23.0,,13.04,23.0,69.0,0.4,0.0769231,-0.0587163,-0.068851,-0.0635806,-0.2736106,8.0,40.0,1013,802.0,8.6,0173001
173002.0,26.24,9.61,39751.0,4075.0,33.94,49.1,14.26,2.71,1.08,1.25,440.62,442.5,26.32,38.0,,7.89,38.0,173.0,0.25,0.0434783,-0.0642531,-0.0970997,-0.0621074,-0.2415534,4.0,25.0,1602,1240.0,13.95,0173002
173003.0,26.01,8.96,32534.0,1684.0,34.09,49.09,15.91,0.91,0.95,1.25,,,35.71,14.0,,21.43,14.0,45.0,0.2272727,0.0,-0.0931773,-0.0567419,-0.0691105,-0.2390319,0.0,23.0,608,470.0,9.57,0173003
174001.0,26.59,10.07,46267.0,3206.0,35.27,46.43,16.29,2.01,1.09,1.22,418.67,452.0,18.42,38.0,,5.26,38.0,186.0,0.2352941,0.1428571,-0.0311705,-0.0663602,-0.0719303,-0.2166944,14.0,24.0,1517,1180.0,15.76,0174001
174002.0,26.66,10.1,54632.0,2449.0,42.11,40.44,16.34,1.11,0.57,1.63,,,5.56,36.0,,2.78,36.0,195.0,0.3666667,0.2083333,-0.0084903,-0.0912078,-0.0589838,-0.2542257,21.0,37.0,1001,697.0,27.98,0174002
174003.0,27.27,10.41,77886.0,3168.0,36.36,44.12,17.74,1.77,0.51,1.7,421.54,410.0,5.0,78.0,,2.5,78.0,145.0,0.3,0.1428571,-0.0262233,-0.0640796,-0.0748263,-0.2533484,14.0,30.0,1708,1003.0,14.46,0174003
175001.0,26.62,9.29,36240.0,3283.0,34.96,48.41,13.69,2.93,0.67,1.1,,,25.0,16.0,,6.25,16.0,77.0,0.2666667,0.1666667,-0.0504071,-0.114334,-0.0729261,-0.2745837,17.0,27.0,1006,787.0,9.78,0175001
175002.0,26.3,10.2,38031.0,2787.0,35.11,42.82,18.88,3.19,0.83,1.79,478.64,495.91,25.93,27.0,,14.81,27.0,87.0,0.2962963,0.1304348,-0.0355465,-0.0470637,-0.067153,-0.2239468,13.0,30.0,1068,821.0,10.6,0175002
175003.0,26.53,9.18,30612.0,3268.0,37.28,43.7,16.05,2.96,0.86,1.1,482.5,435.0,27.78,18.0,,11.11,18.0,79.0,0.2758621,0.173913,-0.0499371,-0.0828268,-0.0691433,-0.2893732,17.0,28.0,1054,849.0,9.31,0175003
176001.0,26.59,10.37,64052.0,2495.0,31.97,47.81,19.4,0.82,0.88,1.48,426.43,418.57,11.11,53.0,,1.85,53.0,152.0,0.3243243,0.1470588,-0.0310606,-0.0345372,-0.0688429,-0.2052411,15.0,32.0,1199,766.0,19.84,0176001
176002.0,26.85,10.15,56321.0,4023.0,32.42,46.99,18.58,2.0,0.77,1.67,473.08,444.62,12.5,32.0,,12.5,32.0,208.0,0.3333333,0.1666667,-0.029241,-0.0382957,-0.0618913,-0.2500208,17.0,33.0,1361,1031.0,20.17,0176002
177001.0,26.34,9.41,28180.0,3298.0,35.99,47.1,12.32,4.59,0.76,1.33,448.24,449.41,28.57,28.0,,25.0,28.0,53.0,0.3333333,0.125,0.0066914,-0.0930076,-0.0308515,-0.2769066,12.0,33.0,1141,917.0,5.78,0177001
177002.0,26.0,8.94,25435.0,3922.0,36.21,47.58,12.0,4.21,0.87,0.89,440.0,438.42,46.43,28.0,,17.86,28.0,38.0,0.3333333,0.0833333,-0.0046677,-0.0774764,-0.0445626,-0.2517058,8.0,33.0,1291,1006.0,3.78,0177002
177003.0,26.39,9.19,36400.0,3306.0,34.58,47.9,15.19,2.34,1.0,1.03,,,35.0,20.0,,5.0,20.0,75.0,0.3870968,0.2142857,0.0038963,-0.091671,-0.0322728,-0.2589902,21.0,39.0,1086,866.0,8.66,0177003
178001.0,26.21,9.21,42934.0,1746.0,30.59,52.05,12.79,4.57,0.8,0.92,,,,,,,,45.0,0.3809524,0.1052632,-0.0009736,-0.0820485,-0.0286336,-0.2232878,11.0,38.0,800,670.0,6.72,0178001
178002.0,26.69,9.54,45609.0,2600.0,36.12,44.48,17.91,1.49,1.0,1.38,498.46,503.85,19.44,36.0,,16.67,36.0,120.0,0.2941177,0.1290323,-0.0132124,-0.0745151,-0.0453044,-0.2240643,13.0,29.0,897,683.0,17.57,0178002
178003.0,27.05,10.8,57677.0,2252.0,35.53,44.97,18.24,1.26,1.15,1.78,,,18.92,37.0,,2.7,37.0,178.0,0.21875,0.0689655,-0.0490841,-0.0693468,-0.076702,-0.2054664,7.0,22.0,817,589.0,30.22,0178003
179001.0,26.78,9.85,70602.0,1784.0,33.59,46.09,18.36,1.95,0.95,2.35,,,19.05,21.0,,9.52,21.0,122.0,0.28,0.0454545,-0.0060807,-0.0650043,-0.0412701,-0.243304,5.0,28.0,648,478.0,25.52,0179001
179002.0,26.75,9.8,60380.0,3387.0,35.65,45.66,17.73,0.96,0.86,1.95,476.0,467.33,15.38,52.0,,7.69,52.0,225.0,0.3142857,0.1612903,-0.0140227,-0.1043109,-0.0318356,-0.2740171,16.0,31.0,1299,886.0,25.4,0179002
179003.0,27.17,9.88,51375.0,2302.0,41.41,41.41,14.72,2.45,0.78,2.04,,,5.56,18.0,,5.56,18.0,241.0,0.3636364,0.1612903,-0.0183281,-0.0911001,-0.0429411,-0.2679677,16.0,36.0,1102,902.0,26.72,0179003
180001.0,26.77,10.06,51064.0,1890.0,38.57,39.64,20.0,1.79,0.79,1.8,,,14.81,27.0,,0.0,27.0,253.0,0.2592593,0.1363636,-0.0636627,-0.0639744,-0.0555333,-0.2717008,14.0,26.0,1039,884.0,28.62,0180001
180002.0,26.81,10.78,57824.0,1712.0,28.62,48.55,21.74,1.09,0.7,1.69,,,14.29,21.0,,0.0,21.0,213.0,0.2857143,0.0714286,-0.0756752,-0.0804106,-0.0634027,-0.2424637,7.0,29.0,901,765.0,27.84,0180002
180003.0,26.99,10.16,42291.0,1684.0,37.94,39.92,19.76,2.37,0.89,1.54,,,15.38,26.0,,3.85,26.0,241.0,0.1923077,0.0952381,-0.0768677,-0.0931815,-0.0490817,-0.2733186,10.0,19.0,740,625.0,38.56,0180003
181001.0,26.8,10.16,47692.0,1530.0,38.71,43.78,17.05,0.46,1.11,1.11,,,5.26,19.0,,0.0,19.0,116.0,0.2727273,0.2068966,-0.0552404,-0.042979,-0.0371506,-0.2326359,21.0,27.0,895,701.0,16.55,0181001
181002.0,26.96,9.34,40857.0,3952.0,36.1,43.52,19.17,1.21,0.99,1.77,,,3.03,33.0,,3.03,33.0,255.0,0.2954545,0.2105263,-0.0404544,-0.0570401,-0.0192999,-0.236247,21.0,30.0,1628,1216.0,20.97,0181002
182001.0,26.3,8.82,38502.0,3672.0,32.52,52.64,13.62,1.22,0.79,1.33,430.71,383.57,34.48,29.0,,0.0,29.0,168.0,0.2941177,0.2424242,-0.0293298,-0.0477573,-0.0081004,-0.2321957,24.0,29.0,1494,1223.0,13.74,0182001
182002.0,26.51,9.84,46828.0,2654.0,38.26,45.38,14.78,1.58,0.68,1.54,,,6.06,33.0,,9.09,33.0,195.0,0.3333333,0.1785714,-0.0170795,-0.0676536,-0.0314735,-0.248163,18.0,33.0,1144,816.0,23.9,0182002
183001.0,26.89,10.16,51000.0,4015.0,34.49,43.33,21.49,0.69,1.05,1.1,462.08,441.67,17.24,58.0,,8.62,58.0,263.0,0.3023256,0.225,-0.0469782,-0.0748815,-0.0256692,-0.2402199,22.0,30.0,1769,1238.0,21.24,0183001
184001.0,26.51,9.31,44700.0,3751.0,33.4,48.42,15.42,2.77,0.8,1.49,450.0,445.0,22.22,45.0,,13.33,45.0,121.0,0.3333333,0.2571429,-0.0372839,-0.0579692,-0.0174912,-0.2471757,26.0,33.0,1703,1173.0,10.32,0184001
184002.0,26.12,8.68,26124.0,2920.0,31.53,51.7,12.22,4.55,0.89,0.96,484.67,494.67,38.46,26.0,,26.92,26.0,30.0,0.3333333,0.2857143,-0.0344823,-0.0870847,-0.014329,-0.1910056,29.0,33.0,886,733.0,4.09,0184002
184003.0,26.04,9.12,36316.0,3579.0,26.86,59.83,10.92,2.4,0.56,1.01,472.86,464.29,32.0,25.0,,16.0,25.0,53.0,0.3846154,0.2571429,-0.0396094,-0.0755404,-0.0253936,-0.2531281,26.0,38.0,1184,916.0,5.79,0184003
184004.0,25.96,7.45,16200.0,2242.0,32.58,49.62,13.26,4.55,0.89,0.76,,,,,,,,15.0,0.3333333,0.2,-0.0516814,-0.0809592,-0.0180755,-0.1642558,20.0,33.0,823,692.0,2.17,0184004
184005.0,26.55,9.44,36968.0,4343.0,35.87,49.82,11.96,2.36,0.94,1.38,431.92,408.85,15.71,70.0,,4.29,70.0,96.0,0.2790698,0.2105263,-0.044569,-0.0816594,-0.0184818,-0.2574751,21.0,28.0,1931,1387.0,6.92,0184005
185001.0,26.62,9.95,44156.0,2013.0,39.16,42.97,13.31,4.56,0.7,1.89,439.17,471.67,30.0,20.0,,35.0,20.0,56.0,0.5333334,0.4,0.0422942,,0.0046416,-0.2354981,40.0,53.0,691,533.0,10.51,0185001
185002.0,25.92,8.79,29549.0,3922.0,35.38,50.0,9.75,4.87,0.89,1.25,471.11,472.22,32.0,25.0,1.67,28.0,25.0,53.0,0.3793103,0.2692308,-0.0195599,-0.0757657,-0.0184527,-0.2342358,27.0,38.0,1349,1126.0,4.71,0185002
185003.0,26.21,9.53,32916.0,2540.0,37.62,46.08,13.79,2.51,0.71,1.61,,,21.43,14.0,,21.43,14.0,42.0,0.3461539,0.2857143,0.0270877,-0.0743132,0.0150767,-0.2498238,29.0,35.0,791,627.0,6.7,0185003
201011.0,25.95,7.58,25422.0,10081.0,37.07,45.88,14.17,2.88,1.0,1.11,478.0,480.33,34.15,41.0,,14.63,41.0,74.0,0.5121951,0.2692308,-0.1358744,0.0580785,-0.0295369,-0.0800181,27.0,51.0,2505,2133.0,3.47,0201011
201012.0,26.01,6.42,17508.0,6724.0,40.5,43.27,11.57,4.65,0.95,1.23,514.59,497.03,42.11,38.0,2.55,23.68,38.0,30.0,0.5641026,0.3214286,-0.1270499,0.0649365,-0.0152789,-0.0809466,32.0,56.0,1355,1009.0,2.97,0201012
201013.0,26.12,8.65,26953.0,10750.0,39.33,43.36,14.88,2.43,0.92,1.19,470.0,478.89,29.41,51.0,,9.8,51.0,111.0,0.5454546,0.3050847,-0.1331699,0.062693,-0.0344539,-0.0813909,31.0,55.0,2578,2073.0,5.35,0201013
201021.0,26.32,7.95,24988.0,6466.0,38.13,43.43,15.28,3.16,1.18,1.58,426.25,435.62,29.17,24.0,,8.33,24.0,47.0,0.5555556,0.2444444,-0.1537393,0.0615676,-0.0198344,-0.0799997,24.0,56.0,1563,1327.0,3.54,0201021
201022.0,26.55,9.42,46277.0,5840.0,40.43,35.29,22.53,1.75,1.23,1.63,432.5,423.33,21.21,33.0,,0.0,33.0,226.0,0.4509804,0.2881356,-0.1234128,0.0438725,-0.0330911,-0.0861673,29.0,45.0,1304,1018.0,22.2,0201022
201023.0,26.36,9.0,35690.0,8811.0,41.36,41.72,13.61,3.31,1.11,1.28,465.52,474.14,26.19,42.0,,11.9,42.0,143.0,0.5348837,0.2830189,-0.1309671,0.0526272,-0.0247974,-0.0949807,28.0,53.0,1969,1584.0,9.03,0201023
202001.0,26.32,8.55,36819.0,7533.0,35.79,44.62,16.72,2.87,0.96,1.41,445.33,460.0,21.88,32.0,,9.38,32.0,122.0,0.5,0.245283,-0.1236417,0.0563619,-0.0595987,-0.0823548,25.0,50.0,1722,1472.0,8.29,0202001
202002.0,26.48,10.23,47116.0,5877.0,41.87,35.85,20.23,2.05,0.99,1.45,426.88,433.75,35.71,28.0,,7.14,28.0,189.0,0.5121951,0.2407407,-0.131552,0.0338315,-0.0414776,-0.1033029,24.0,51.0,1345,1087.0,17.39,0202002
202003.0,26.81,9.69,39100.0,8522.0,39.36,40.73,17.16,2.75,1.09,1.61,438.5,447.5,17.5,40.0,,0.0,40.0,199.0,0.4117647,0.2857143,-0.1282204,0.0516113,-0.043546,-0.0731881,29.0,41.0,1838,1453.0,13.7,0202003
203001.0,26.34,9.73,33439.0,3193.0,39.14,40.1,16.47,4.3,0.97,1.38,,,21.05,19.0,,5.26,19.0,92.0,0.4864865,0.2222222,-0.1076339,0.0408473,-0.0469782,-0.1000847,22.0,49.0,866,648.0,14.2,0203001
203002.0,26.56,9.87,37582.0,6431.0,40.99,37.98,17.91,3.12,1.17,1.52,438.33,466.67,40.0,25.0,,8.0,25.0,174.0,0.5,0.3050847,-0.1228289,0.0478698,-0.0363632,-0.0960243,31.0,50.0,1465,1172.0,14.85,0203002
203003.0,26.43,10.26,50018.0,4997.0,44.06,35.52,18.32,2.1,1.32,1.42,443.33,440.83,23.33,30.0,,0.0,30.0,200.0,0.452381,0.3207547,-0.1128415,0.0376975,-0.0373316,-0.095875,32.0,45.0,1152,909.0,22.0,0203003
203004.0,26.9,10.94,71828.0,3642.0,42.99,32.1,23.8,1.11,1.32,1.98,,,37.5,16.0,,0.0,16.0,263.0,0.4736842,0.2777778,-0.1304359,0.0535806,-0.0593236,-0.0888826,28.0,47.0,972,728.0,36.13,0203004
203005.0,26.91,10.2,47462.0,5468.0,41.01,39.1,18.53,1.36,1.26,1.68,,,12.12,33.0,,0.0,33.0,222.0,0.4571429,0.2244898,-0.1358844,0.0530251,-0.0525211,-0.0779258,22.0,46.0,1378,1082.0,20.52,0203005
204001.0,26.15,8.96,31094.0,3300.0,40.65,41.65,13.22,4.49,0.88,1.24,,,41.67,12.0,,16.67,12.0,35.0,0.5454546,0.3658537,-0.1140988,0.0608372,0.016281,-0.084449,37.0,55.0,636,522.0,6.7,0204001
204002.0,26.57,9.35,57870.0,3386.0,39.25,40.13,19.08,1.54,1.09,2.16,,,6.25,16.0,,0.0,16.0,114.0,0.4848485,0.3611111,-0.1401031,0.0185896,0.032475,-0.0930486,36.0,48.0,779,631.0,18.07,0204002
204003.0,26.4,9.38,39834.0,6034.0,44.52,35.51,17.49,2.48,1.21,1.49,433.33,436.67,10.81,37.0,,8.11,37.0,139.0,0.5555556,0.3333333,-0.0844032,0.0478416,0.0467994,-0.0847579,33.0,56.0,1504,1163.0,11.95,0204003
205001.0,26.14,8.45,23998.0,6257.0,36.35,46.7,13.32,3.62,0.91,1.01,484.14,500.0,56.0,25.0,,20.0,25.0,71.0,0.5365854,0.4166667,-0.0895657,0.0530392,0.0351818,-0.0892921,42.0,54.0,1369,1114.0,6.37,0205001
205002.0,26.47,9.13,33120.0,7036.0,39.04,39.26,18.34,3.36,0.99,1.52,443.12,447.5,19.35,31.0,,9.68,31.0,180.0,0.547619,0.3333333,-0.1122125,0.0568651,0.0356335,-0.0835443,33.0,55.0,2080,1688.0,10.66,0205002
205003.0,26.83,9.39,31546.0,4049.0,42.45,38.24,17.4,1.91,1.21,1.46,500.0,487.5,35.29,17.0,,5.88,17.0,75.0,0.5333334,0.2982456,-0.083874,0.0437205,0.0164146,-0.0977999,30.0,53.0,811,632.0,11.87,0205003
206011.0,26.28,9.28,35416.0,5548.0,37.39,42.49,16.43,3.68,1.03,1.3,485.24,512.86,17.5,40.0,,12.5,40.0,103.0,0.2790698,0.4761905,-0.0298317,-0.0765573,0.0486753,-0.1714885,48.0,28.0,1456,1099.0,9.37,0206011
206012.0,26.07,9.61,22600.0,6597.0,37.47,42.73,15.79,4.01,0.73,1.11,466.15,465.0,29.73,37.0,,18.92,37.0,56.0,0.2790698,0.4285714,-0.0285875,-0.0833976,0.0368066,-0.1629718,43.0,28.0,1489,1149.0,4.87,0206012
206013.0,25.59,8.42,22072.0,7236.0,38.59,44.82,11.53,5.06,0.86,0.97,479.56,462.67,37.93,58.0,2.67,24.14,58.0,32.0,0.3170732,0.4047619,-0.0305145,-0.078382,0.0014581,-0.1727397,40.0,32.0,1588,1129.0,2.83,0206013
206014.0,25.37,8.72,24986.0,8538.0,36.86,43.2,13.9,6.04,0.81,0.93,483.52,480.37,43.55,62.0,2.34,25.81,62.0,37.0,0.2424242,0.4242424,-0.0177332,-0.0892752,0.0467233,-0.1772978,42.0,24.0,1753,1264.0,2.93,0206014
206021.0,26.21,9.18,29292.0,8998.0,38.82,41.41,14.31,5.46,0.92,1.34,469.05,483.33,21.05,38.0,,15.79,38.0,143.0,0.25,0.3018868,-0.0356904,-0.0852932,-0.0146007,-0.184746,30.0,25.0,1834,1438.0,9.94,0206021
206022.0,26.64,9.52,35742.0,7878.0,43.37,38.95,14.59,3.08,0.89,1.26,469.44,462.22,41.67,24.0,,4.17,24.0,107.0,0.2307692,0.3333333,-0.0359827,-0.0952039,-0.0181627,-0.2030426,33.0,23.0,1693,1444.0,7.41,0206022
206031.0,26.42,9.22,30187.0,10946.0,41.03,41.19,13.68,4.1,1.12,1.11,461.96,478.7,30.51,59.0,2.91,16.95,59.0,100.0,0.245283,0.2419355,-0.0717638,-0.0633564,-0.0239239,-0.1425747,24.0,25.0,2652,2086.0,4.79,0206031
206032.0,26.5,9.47,37120.0,4996.0,39.14,43.42,13.65,3.78,1.06,1.42,460.59,443.53,30.0,30.0,,6.67,30.0,62.0,0.1071429,0.1481481,-0.0469289,-0.0885993,-0.0228847,-0.1750278,15.0,11.0,1026,790.0,7.85,0206032
206033.0,26.19,8.48,22865.0,13423.0,40.63,39.84,15.25,4.27,0.97,1.04,471.64,455.45,44.05,84.0,3.0,13.1,84.0,116.0,0.15625,0.2352941,-0.0442259,-0.0806728,-0.0301549,-0.1736892,24.0,16.0,2849,2301.0,5.04,0206033
206041.0,26.55,10.15,37830.0,6243.0,41.83,37.77,17.36,3.04,1.25,1.27,445.71,452.14,22.92,48.0,,12.5,48.0,130.0,0.25,0.4054054,-0.0284452,-0.0789982,0.0406805,-0.150787,41.0,25.0,1640,1285.0,10.12,0206041
