HOME,BMI_M,CAR_AGE,MILE_M,NOBS,BLUE,WHITE,PINK,GOVT,P_TDI,P_UI,AVG_MATH,AVG_VERBAL,SAT_TAKE,NOBS_SAT_TAKE,AVG_AP,AP_TAKE,NOBS_AP_TAKE,N_PRISONERS,av_above0_math,av_above0_read,av_va_math_elem,av_va_math_middle,av_va_read_elem,av_va_read_middle,va_read,va_math,population,over_18,PROPORTION_PRISONERS,bg_id
206042.0,26.32,11.33,35110.0,5292.0,39.3,41.19,15.28,4.22,1.13,1.59,450.0,463.53,28.57,28.0,,14.29,28.0,109.0,0.2121212,0.2857143,-0.063952,-0.0851562,-0.0177474,-0.1620262,29.0,21.0,1147,874.0,12.47,0206042
206043.0,26.17,8.75,30838.0,12138.0,40.74,40.74,13.54,4.98,1.01,1.16,461.4,485.12,25.76,66.0,3.03,18.18,66.0,115.0,0.2051282,0.3,-0.0584961,-0.0767657,-0.0267827,-0.1786946,30.0,21.0,2483,1935.0,5.94,0206043
207011.0,25.73,9.88,25377.0,7542.0,41.24,40.69,11.31,6.76,1.09,1.19,500.61,510.0,35.56,45.0,3.0,17.78,45.0,26.0,0.2857143,0.2962963,-0.0225547,-0.0802785,0.0051546,-0.159831,30.0,29.0,1920,1466.0,1.77,0207011
207021.0,26.32,9.59,27550.0,7222.0,38.05,44.2,12.53,5.22,0.87,1.23,467.89,454.74,17.95,39.0,,5.13,39.0,61.0,0.25,0.4117647,-0.0214384,-0.0803938,0.006661,-0.1658788,41.0,25.0,1672,1352.0,4.51,0207021
207022.0,25.71,9.59,21221.0,13067.0,39.52,43.53,12.03,4.92,0.88,1.02,482.0,500.75,37.74,51.0,3.0,30.19,51.0,51.0,0.25,0.2777778,-0.025883,-0.083306,0.0121382,-0.1571117,28.0,25.0,2960,2287.0,2.23,0207022
207031.0,25.6,8.71,19436.0,12676.0,37.25,44.09,13.27,5.39,0.85,0.99,496.17,483.09,52.27,87.0,3.03,17.05,87.0,62.0,0.2444444,0.372093,-0.0339545,-0.0881532,-0.0073365,-0.1835548,37.0,24.0,2758,2031.0,3.05,0207031
207032.0,26.61,9.55,41939.0,3113.0,42.12,43.1,11.33,3.45,1.16,1.25,,,27.27,11.0,,18.18,11.0,63.0,0.2580645,0.3125,-0.0170465,-0.0776505,0.0104512,-0.1857223,31.0,26.0,1242,1135.0,5.55,0207032
207033.0,25.52,8.71,19592.0,12642.0,33.79,46.14,14.64,5.42,0.7,0.89,504.48,493.1,43.82,89.0,3.03,30.34,89.0,45.0,0.25,0.2285714,-0.0259536,-0.0781998,-0.0060782,-0.1520442,23.0,25.0,2852,2179.0,2.07,0207033
208001.0,26.08,9.44,30080.0,7367.0,36.71,45.14,13.45,4.7,0.75,1.19,487.89,484.21,23.33,30.0,,16.67,30.0,58.0,0.5384616,0.4,0.0249322,0.0067086,0.0195935,-0.110198,40.0,54.0,1689,1363.0,4.26,0208001
208002.0,25.5,9.79,18200.0,9819.0,36.37,44.8,13.41,5.42,0.53,0.89,518.7,538.7,40.0,69.0,3.37,22.86,69.0,38.0,0.5185185,0.4516129,0.0182465,0.0117026,0.0259159,-0.1027734,45.0,52.0,2305,1722.0,2.21,0208002
208003.0,25.57,9.53,24606.0,10179.0,37.28,42.95,13.51,6.26,0.84,0.8,512.05,511.92,47.73,88.0,3.31,20.45,88.0,53.0,0.52,0.4137931,0.0142308,0.00656,0.026138,-0.1066638,41.0,52.0,2141,1573.0,3.37,0208003
209011.0,25.01,8.69,28702.0,5540.0,27.24,45.94,22.56,4.26,0.51,1.3,529.09,536.36,35.0,20.0,,15.0,20.0,113.0,0.7241379,0.8055556,0.0436698,0.0855502,0.0467874,0.2455192,81.0,72.0,1247,1063.0,10.63,0209011
209012.0,24.77,7.85,17110.0,2993.0,28.77,56.71,11.23,3.29,0.43,0.57,602.76,596.21,39.29,28.0,3.47,50.0,28.0,11.0,0.8421053,0.8333333,0.0397943,0.0747971,0.0552984,0.2500698,83.0,84.0,754,543.0,2.03,0209012
209013.0,25.75,8.1,28768.0,1446.0,24.58,55.31,16.76,3.35,,0.9,570.0,558.57,64.29,14.0,,7.14,14.0,11.0,0.6,0.9047619,-0.0396813,0.0783737,0.0692249,0.2393844,90.0,60.0,567,475.0,2.32,0209013
209014.0,25.13,8.46,27022.0,4377.0,33.33,48.17,13.19,5.31,0.75,0.98,549.06,520.62,50.0,39.0,,15.0,39.0,30.0,0.5769231,0.8709677,-0.0074098,0.0674964,0.066033,0.2188569,87.0,58.0,880,675.0,4.44,0209014
209031.0,24.8,7.68,13958.0,7898.0,29.17,52.41,14.33,4.09,0.37,0.57,595.06,581.6,42.05,87.0,3.52,40.91,87.0,13.0,0.7352941,0.8292683,0.0381049,0.079055,0.0599428,0.2350175,83.0,74.0,2225,1600.0,0.81,0209031
209032.0,24.93,8.4,21222.0,4765.0,34.88,46.91,13.92,4.3,0.44,0.61,560.28,556.11,47.37,38.0,3.44,36.84,38.0,19.0,0.7931035,0.8648649,0.0353952,0.0883818,0.0477061,0.2634788,86.0,79.0,1340,1011.0,1.88,0209032
209033.0,24.59,7.98,14260.0,8576.0,32.11,53.72,10.8,3.37,0.27,0.41,575.7,562.02,59.81,107.0,3.31,47.66,107.0,12.0,0.7826087,0.8275862,0.0351085,0.0863421,0.0443911,0.241383,83.0,78.0,2420,1624.0,0.74,0209033
209041.0,24.64,7.97,17371.0,6490.0,29.35,54.03,12.86,3.77,0.39,0.54,587.36,587.55,43.55,62.0,3.56,41.94,62.0,14.0,0.7407407,0.8529412,-0.0079427,0.089015,0.0619916,0.2559557,85.0,74.0,1761,1257.0,1.11,0209041
209042.0,24.9,7.41,18105.0,6127.0,29.35,53.41,13.49,3.76,0.42,0.6,569.58,558.17,53.42,73.0,3.52,34.25,73.0,18.0,0.6956522,0.8571429,0.0034689,0.0892202,0.0748233,0.2586907,86.0,70.0,1952,1462.0,1.23,0209042
210011.0,26.44,9.88,33592.0,6223.0,38.35,44.14,14.41,3.09,1.16,1.27,433.64,447.27,20.59,34.0,,2.94,34.0,74.0,0.5357143,0.46875,0.0457337,-0.0342289,0.0620055,-0.0688443,47.0,54.0,1356,1066.0,6.94,0210011
210012.0,26.22,9.17,30180.0,5479.0,39.1,43.89,14.53,2.47,0.71,1.2,464.29,492.14,23.33,30.0,,13.33,30.0,38.0,0.5833333,0.52,0.0593214,-0.0324521,0.0726127,-0.0668356,52.0,58.0,1169,945.0,4.02,0210012
210021.0,26.04,9.59,38950.0,6634.0,35.83,45.48,16.43,2.26,1.09,1.07,453.46,490.77,36.0,50.0,,10.0,50.0,56.0,0.5416667,0.5555556,0.0361341,-0.0341019,0.0517954,-0.0639555,56.0,54.0,1906,1526.0,3.67,0210021
210022.0,25.51,8.47,26358.0,5868.0,28.73,52.96,13.1,5.21,1.19,0.95,457.14,485.0,31.58,19.0,,10.53,19.0,43.0,0.4545455,0.3333333,0.082506,-0.0514042,0.0833395,-0.0822485,33.0,45.0,1107,930.0,4.62,0210022
210023.0,25.78,9.69,35426.0,2861.0,35.06,49.14,11.49,4.31,0.77,1.19,,,38.46,13.0,,23.08,13.0,22.0,0.5384616,0.4,0.0530245,-0.0399428,0.0307236,-0.0614402,40.0,54.0,636,489.0,4.5,0210023
210024.0,25.53,8.15,27359.0,5556.0,29.52,52.42,14.54,3.52,0.74,0.7,485.0,518.85,65.0,20.0,1.97,35.0,20.0,25.0,0.4615385,0.4285714,0.0360299,-0.0461362,0.076214,-0.0844907,43.0,46.0,1283,1071.0,2.33,0210024
211001.0,26.08,9.66,42200.0,7351.0,39.8,42.31,15.7,2.18,0.83,1.47,474.58,488.33,30.77,39.0,,12.82,39.0,192.0,0.4705882,0.3,0.0389269,-0.0418393,0.0460694,-0.1015547,30.0,47.0,1706,1346.0,14.26,0211001
211002.0,26.12,7.01,22744.0,6287.0,37.76,43.04,15.72,3.48,1.16,1.15,455.0,466.25,27.78,36.0,,8.33,36.0,58.0,0.5909091,0.4166667,0.032504,-0.0482986,0.0320797,-0.0778963,42.0,59.0,1252,1001.0,5.79,0211002
211003.0,26.48,8.07,23958.0,5218.0,38.18,43.43,15.61,2.78,1.13,1.42,449.23,490.77,23.08,24.0,,15.38,24.0,70.0,0.5,0.4545455,0.0604698,-0.0421938,0.0816988,-0.0518854,45.0,50.0,1396,1139.0,6.15,0211003
211004.0,26.88,8.92,29946.0,4512.0,37.94,40.78,18.44,2.84,1.02,0.95,,,9.52,21.0,,9.52,21.0,82.0,0.5666667,0.4571429,0.0232629,-0.0286445,0.0419647,-0.0420638,46.0,57.0,966,740.0,11.08,0211004
212001.0,25.94,8.69,31276.0,4665.0,35.22,46.55,14.69,3.54,1.05,1.07,483.68,504.74,24.14,29.0,2.48,24.14,29.0,35.0,0.5,0.6111111,0.0570766,-0.0306706,0.0703903,-0.0469613,61.0,50.0,1112,876.0,4.0,0212001
212002.0,26.16,8.74,31493.0,6055.0,32.53,46.24,17.47,3.76,0.96,1.06,474.0,499.5,37.5,24.0,2.59,16.67,24.0,33.0,0.4666667,0.5,0.0719625,-0.068509,0.1044954,-0.0579261,50.0,47.0,1382,1127.0,2.93,0212002
212003.0,26.11,9.4,35150.0,4769.0,42.41,40.66,15.36,1.57,0.96,1.09,477.69,474.62,30.77,26.0,,7.69,26.0,38.0,0.3125,0.4444444,0.0439595,-0.0648059,0.0747849,-0.0630008,44.0,31.0,1162,922.0,4.12,0212003
213001.0,25.59,9.22,29426.0,4578.0,34.96,49.46,12.68,2.9,0.83,1.16,460.0,481.67,30.77,13.0,,15.38,13.0,31.0,0.4666667,0.5333334,0.0513535,-0.0447667,0.0818185,-0.0690875,53.0,47.0,1012,874.0,3.55,0213001
213002.0,25.75,8.62,24532.0,6342.0,34.07,48.37,13.91,3.64,0.87,1.12,493.33,484.07,31.03,29.0,2.33,31.03,29.0,38.0,0.6666667,0.52,0.0597924,-0.0424636,0.033962,-0.0666453,52.0,67.0,1627,1310.0,2.9,0213002
213003.0,25.77,8.4,30588.0,3736.0,31.21,52.39,12.07,4.33,0.83,0.8,,,18.18,11.0,,9.09,11.0,16.0,0.55,0.45,0.0437405,-0.0473141,0.0279093,-0.0650674,45.0,55.0,858,666.0,2.4,0213003
213004.0,25.55,8.79,20070.0,5658.0,30.36,52.9,12.05,4.69,0.49,0.55,475.0,494.29,50.0,18.0,2.0,27.78,18.0,44.0,0.5714286,0.3571429,0.0533848,-0.0479836,0.0387727,-0.0726413,36.0,57.0,1275,1051.0,4.19,0213004
214011.0,26.16,9.04,27168.0,8421.0,34.3,45.84,14.84,5.02,0.77,1.03,501.38,506.55,31.43,35.0,2.17,22.86,35.0,52.0,0.5666667,0.4411765,0.0328298,-0.0300426,0.0593769,-0.1314427,44.0,57.0,1903,1529.0,3.4,0214011
214012.0,25.96,9.46,23739.0,4495.0,34.82,47.11,13.97,4.1,1.07,1.22,468.0,477.0,56.0,25.0,,28.0,25.0,32.0,0.4545455,0.4666667,0.0501796,-0.0547536,0.0516816,-0.0462979,47.0,45.0,838,667.0,4.8,0214012
214013.0,26.17,8.91,35730.0,5205.0,36.39,44.48,15.4,3.73,1.04,1.25,461.0,514.0,44.44,27.0,,14.81,27.0,42.0,0.5454546,0.5,0.0481463,-0.0530064,0.060323,-0.0508435,50.0,55.0,1196,934.0,4.5,0214013
214021.0,26.17,8.9,26541.0,8185.0,37.6,44.56,15.32,2.52,0.92,1.23,451.11,473.89,17.07,41.0,,7.32,41.0,64.0,0.6551724,0.59375,0.0498413,-0.0546292,0.0615378,-0.0737392,59.0,66.0,1711,1345.0,4.76,0214021
214022.0,26.59,8.47,36518.0,3468.0,35.83,44.96,15.22,3.98,0.98,1.38,,,,,,,,17.0,0.5555556,0.5,0.0579113,-0.0380104,0.0452777,-0.0686692,50.0,56.0,746,598.0,2.84,0214022
214023.0,26.1,9.3,27945.0,5756.0,40.71,41.28,13.76,4.26,0.94,1.13,465.38,490.0,36.59,41.0,,14.63,41.0,54.0,0.483871,0.375,0.0416032,-0.0431633,0.0585024,-0.1112732,38.0,48.0,1203,953.0,5.67,0214023
215011.0,26.27,10.1,49875.0,3226.0,34.72,41.32,20.78,3.18,0.99,1.61,459.09,510.91,25.0,32.0,,9.38,32.0,65.0,0.5294118,0.368421,0.0614098,-0.0402551,0.0454557,-0.0717702,37.0,53.0,739,564.0,11.52,0215011
215012.0,26.45,10.08,39439.0,4485.0,37.61,44.22,15.05,3.12,1.03,1.65,,,4.76,21.0,,4.76,21.0,60.0,0.6428571,0.4444444,0.065109,-0.0246045,0.0592271,-0.1327315,44.0,64.0,1080,842.0,7.13,0215012
215013.0,26.62,9.36,38615.0,3955.0,34.85,45.02,16.39,3.73,0.96,1.59,514.62,545.38,25.0,24.0,,20.83,24.0,44.0,0.64,0.4615385,0.0313876,-0.0356166,0.0523365,-0.1312612,46.0,64.0,810,628.0,7.01,0215013
215014.0,25.78,10.04,36850.0,2459.0,36.22,41.67,16.99,5.13,1.06,1.18,,,,,,,,26.0,0.6428571,0.4,0.030219,-0.0399104,0.0641732,-0.1384115,40.0,64.0,565,468.0,5.56,0215014
215021.0,25.74,8.95,32401.0,4426.0,37.25,42.94,15.6,4.22,0.88,0.99,,,9.09,22.0,,4.55,22.0,42.0,0.5714286,0.55,0.0332673,-0.035214,0.0599313,-0.1543622,55.0,57.0,1022,840.0,5.0,0215021
215022.0,26.44,9.67,29296.0,4530.0,35.82,44.06,16.28,3.83,1.02,0.93,448.46,438.46,30.0,20.0,,20.0,20.0,40.0,0.5294118,0.4736842,0.0264877,-0.0372199,0.0554926,-0.150019,47.0,53.0,966,758.0,5.28,0215022
215023.0,26.12,9.47,32513.0,6246.0,37.5,42.88,16.26,3.36,1.09,1.02,478.12,500.0,19.44,36.0,,11.11,36.0,70.0,0.5652174,0.44,0.0359697,-0.040654,0.0574829,-0.1681946,44.0,57.0,1320,1010.0,6.93,0215023
215024.0,26.11,9.4,33659.0,4384.0,35.87,43.31,16.73,4.09,0.98,1.25,486.43,527.14,16.0,25.0,,4.0,25.0,47.0,0.5789474,0.4090909,0.0321957,-0.0391386,0.0646195,-0.1510502,41.0,58.0,978,743.0,6.33,0215024
216001.0,25.74,8.71,24688.0,3649.0,34.1,46.08,14.52,5.3,0.77,0.88,,,46.15,13.0,,7.69,13.0,18.0,0.375,0.375,0.0226856,-0.039583,0.057901,-0.1527256,38.0,38.0,826,661.0,2.72,0216001
216002.0,24.81,8.65,21089.0,2712.0,30.89,56.05,10.51,2.55,0.63,0.74,,,,,,,,,,,,,,,,,700,579.0,,0216002
217001.0,26.53,9.93,32352.0,4982.0,39.36,41.89,15.71,3.04,1.22,1.24,448.24,474.71,52.0,25.0,,8.0,25.0,62.0,0.4285714,0.2857143,0.0229427,-0.0418087,-0.0078253,-0.1639733,29.0,43.0,1093,832.0,7.45,0217001
217002.0,26.73,10.87,48500.0,3196.0,40.79,41.77,14.5,2.95,1.1,1.85,,,15.0,20.0,,5.0,20.0,82.0,0.5714286,0.3333333,0.0486725,-0.0269569,-0.0156055,-0.1238283,33.0,57.0,832,673.0,12.18,0217002
217003.0,26.78,10.05,37787.0,4672.0,41.71,39.97,15.36,2.97,1.07,1.56,,,4.76,21.0,,4.76,21.0,57.0,0.5555556,0.35,0.0389344,-0.029652,-0.0217374,-0.0980263,35.0,56.0,1016,806.0,7.07,0217003
217004.0,26.63,9.67,34088.0,4248.0,36.59,44.81,14.87,3.72,1.08,1.25,,,10.53,19.0,,5.26,19.0,35.0,0.4285714,0.1333333,0.0345812,-0.0373758,-0.0256554,-0.1177962,13.0,43.0,851,682.0,5.13,0217004
217005.0,26.59,9.47,37059.0,4760.0,35.97,46.13,14.63,3.27,1.22,1.37,,,9.09,22.0,,0.0,22.0,65.0,0.5714286,0.3478261,0.051739,-0.0289108,0.008614,-0.1259679,35.0,57.0,1060,853.0,7.62,0217005
218001.0,26.53,8.87,31495.0,10931.0,38.07,43.01,14.67,4.26,0.96,1.24,453.18,465.91,22.45,49.0,,8.16,49.0,78.0,0.4583333,0.2857143,0.0124702,-0.0373735,0.0482825,-0.1455272,29.0,46.0,2604,2134.0,3.66,0218001
218002.0,25.88,9.33,28253.0,7194.0,37.87,42.11,16.02,4.0,1.03,1.07,467.14,508.57,19.61,51.0,,9.8,51.0,49.0,0.7,0.4285714,0.0307208,-0.0276045,0.0138736,-0.1179915,43.0,70.0,1540,1219.0,4.02,0218002
219011.0,26.3,7.11,15.0,3553.0,36.74,45.58,14.88,2.79,0.87,1.01,,,10.0,20.0,,10.0,20.0,36.0,0.5294118,0.368421,0.0304826,-0.0239388,0.0226246,-0.039379,37.0,53.0,807,639.0,5.63,0219011
219012.0,26.46,8.71,30182.0,4253.0,35.77,44.66,15.42,4.15,1.03,1.11,481.67,495.0,22.73,22.0,,13.64,22.0,32.0,0.5416667,0.5,0.0421655,-0.0357929,0.0212457,-0.0571073,50.0,54.0,996,756.0,4.23,0219012
219013.0,26.01,9.26,27734.0,2143.0,40.91,40.53,14.39,4.17,0.98,1.21,,,,,,,,,0.4615385,0.5333334,,-0.0182575,,-0.0115238,53.0,46.0,527,430.0,,0219013
219014.0,26.18,8.88,28796.0,5961.0,36.57,45.01,14.82,3.6,1.09,0.94,484.74,477.37,26.47,34.0,,14.71,34.0,38.0,0.5862069,0.6,0.0351006,-0.0244696,0.0358363,-0.0305259,60.0,59.0,1271,1003.0,3.79,0219014
219021.0,26.75,8.84,40580.0,4962.0,39.39,42.93,15.59,2.09,1.03,1.15,480.83,473.33,21.74,23.0,,8.7,23.0,41.0,0.6,0.5,0.0388576,-0.0188835,0.0739208,-0.1292128,50.0,60.0,1068,858.0,4.78,0219021
219022.0,26.4,9.14,34140.0,3416.0,39.49,41.11,16.4,3.0,1.11,1.29,506.0,488.67,31.03,29.0,,13.79,29.0,39.0,0.4666667,0.4705882,0.0136493,-0.0108146,0.0683475,-0.120152,47.0,47.0,896,745.0,5.23,0219022
219023.0,26.3,9.57,36982.0,3231.0,39.6,44.55,13.12,2.72,0.93,1.36,508.33,500.83,42.86,14.0,,14.29,14.0,23.0,0.5263158,0.3157895,0.0301158,-0.0283399,0.0265289,-0.0950894,32.0,53.0,763,587.0,3.92,0219023
219031.0,26.28,8.64,32160.0,8018.0,34.78,47.4,13.57,4.24,0.92,1.09,495.43,513.43,35.29,51.0,2.76,21.57,51.0,46.0,0.6363636,0.4347826,0.0485049,-0.0329332,0.0286291,-0.1627968,43.0,64.0,1757,1395.0,3.3,0219031
219032.0,25.73,9.84,23692.0,2754.0,33.64,49.54,11.31,5.5,0.8,1.27,546.36,532.73,47.06,17.0,,29.41,17.0,17.0,0.4705882,0.55,0.0314215,-0.0418561,0.0181426,-0.1236589,55.0,47.0,672,540.0,3.15,0219032
219033.0,26.19,9.18,30518.0,6179.0,33.83,46.47,14.4,5.3,0.89,1.18,480.83,505.0,23.81,21.0,,4.76,21.0,53.0,0.56,0.4827586,0.0378179,-0.044707,0.0171467,-0.0895742,48.0,56.0,1558,1281.0,4.14,0219033
220001.0,25.7,9.19,31102.0,7494.0,38.42,45.88,12.51,3.18,1.19,1.08,498.89,520.56,23.26,43.0,,9.3,43.0,80.0,0.5714286,0.6666667,0.0098053,-0.0460292,0.0302566,-0.0281032,67.0,57.0,1751,1431.0,5.59,0220001
220002.0,26.23,10.91,7612.0,1706.0,41.84,38.49,15.06,4.6,1.11,1.41,,,,,,,,35.0,,,,,,,,,299,255.0,13.73,0220002
220003.0,25.76,8.88,29003.0,5272.0,33.74,48.94,12.77,4.56,1.04,1.25,,,33.33,15.0,,20.0,15.0,47.0,0.55,0.7142857,0.0183878,-0.0072915,0.0435872,0.0182461,71.0,55.0,1310,1185.0,3.97,0220003
221001.0,26.0,4.92,9000.0,10273.0,34.59,47.3,14.4,3.7,1.14,1.16,458.0,475.14,38.3,47.0,,4.26,47.0,64.0,0.6969697,0.5151515,0.0373573,-0.0285561,0.0396948,-0.0535428,52.0,70.0,2462,2099.0,3.05,0221001
221002.0,25.81,8.53,25935.0,3917.0,34.01,45.95,15.18,4.86,0.64,0.69,492.73,533.64,22.73,22.0,,27.27,22.0,27.0,0.5,0.5238096,0.0123998,-0.0092966,0.0402475,-0.01444,52.0,50.0,910,704.0,3.84,0221002
221003.0,26.17,8.38,23561.0,5000.0,36.87,47.14,12.12,3.87,0.98,0.9,462.63,475.26,44.44,27.0,,7.41,27.0,22.0,0.5454546,0.6,0.0313818,-0.03052,0.0442496,0.0019716,60.0,55.0,1151,940.0,2.34,0221003
221004.0,25.48,8.65,27777.0,4388.0,33.4,49.07,14.37,3.17,0.8,0.93,498.21,500.36,44.83,29.0,2.63,13.79,29.0,16.0,0.5625,0.4705882,0.0164826,-0.0448254,0.0307568,-0.0084136,47.0,56.0,992,768.0,2.08,0221004
222011.0,26.12,8.25,19040.0,5636.0,33.63,52.06,11.36,2.95,0.8,0.85,525.0,526.25,23.53,17.0,2.0,29.41,17.0,29.0,0.59375,0.5588235,0.0455391,-0.0565539,0.0561736,-0.0201296,56.0,59.0,1303,1096.0,2.65,0222011
222012.0,24.85,7.29,14285.0,6511.0,28.12,54.22,13.11,4.54,0.52,0.61,546.67,541.52,32.5,40.0,2.61,32.5,40.0,16.0,0.6071429,0.6206896,0.0357589,-0.0300206,0.0483007,-0.0013718,62.0,61.0,1594,1206.0,1.33,0222012
222013.0,24.91,8.08,19600.0,4910.0,29.6,53.7,13.94,2.75,0.37,0.63,531.0,548.0,52.63,19.0,2.83,36.84,19.0,15.0,0.5384616,0.5925926,0.0284002,-0.0423731,0.0386868,-0.0084397,59.0,54.0,1549,1159.0,1.29,0222013
222014.0,24.84,8.54,19841.0,3329.0,29.38,53.61,12.37,4.64,0.54,0.84,566.92,563.85,46.67,15.0,,46.67,15.0,,0.5625,0.5625,0.0262592,-0.0282681,0.0568101,0.0031333,56.0,56.0,786,620.0,,0222014
222015.0,25.76,7.41,28542.0,7255.0,30.02,52.51,13.43,4.04,0.77,0.98,490.59,508.24,31.03,29.0,,6.9,29.0,41.0,0.5666667,0.5882353,0.03502,-0.0313222,0.0488933,-0.0033887,59.0,57.0,1567,1322.0,3.1,0222015
222021.0,25.72,8.3,21089.0,2839.0,38.24,44.12,13.53,4.12,0.92,1.13,454.67,478.67,38.89,18.0,,16.67,18.0,12.0,0.4545455,0.6666667,0.0327395,-0.0434626,0.0377571,-0.0173638,67.0,45.0,770,629.0,1.91,0222021
222022.0,26.16,8.33,34948.0,3971.0,32.82,52.82,10.87,3.5,0.76,1.11,,,18.18,11.0,,0.0,11.0,33.0,0.7272727,0.5833333,,,,0.0192911,58.0,73.0,1677,1503.0,2.2,0222022
222023.0,25.55,7.58,24267.0,4912.0,33.44,53.15,10.1,3.31,0.9,1.06,,,,,,,,18.0,0.5384616,0.6,,-0.0376781,,0.0313626,60.0,54.0,1136,1038.0,1.73,0222023
223001.0,26.39,6.91,2857.0,3092.0,32.71,50.0,14.36,2.93,0.81,1.29,,,,,,,,22.0,0.6470588,0.8125,0.0550358,-0.0523175,0.0710049,-0.0020218,81.0,65.0,747,610.0,3.61,0223001
223002.0,26.59,7.86,25680.0,4701.0,42.95,39.47,15.42,2.16,0.91,1.28,,,15.38,26.0,,0.0,26.0,96.0,0.6666667,0.6666667,0.038439,-0.0320115,0.0556041,0.0081169,67.0,67.0,1238,966.0,9.94,0223002
223003.0,26.1,7.58,33141.0,2639.0,35.26,49.85,13.07,1.82,0.87,0.91,,,,,,,,22.0,,,,,,,,,891,843.0,2.61,0223003
223004.0,26.46,9.82,29782.0,4065.0,37.45,41.37,17.65,3.53,0.84,1.43,,,11.76,17.0,,0.0,17.0,61.0,0.5,0.4285714,0.0561681,-0.0126878,0.0581197,-0.021514,43.0,50.0,1291,1098.0,5.56,0223004
224001.0,25.45,8.72,23661.0,4564.0,34.94,47.87,13.12,4.07,0.66,1.03,523.33,518.0,42.86,21.0,,14.29,21.0,17.0,0.5,0.5333334,0.0281708,-0.043393,0.0541958,-0.0309316,53.0,50.0,1056,876.0,1.94,0224001
224002.0,25.97,8.62,24512.0,4606.0,34.66,44.1,15.61,5.63,0.8,0.91,460.0,505.83,34.78,23.0,,21.74,23.0,31.0,0.6666667,0.5882353,0.0381436,-0.0517417,0.0635738,-0.0177821,59.0,67.0,1070,865.0,3.58,0224002
301001.0,25.12,8.45,27468.0,5309.0,21.89,55.91,16.85,5.35,0.47,0.72,570.16,551.43,50.75,67.0,3.44,52.24,67.0,17.0,0.6590909,0.8392857,0.0336475,-0.0126856,0.0720589,0.1218552,84.0,66.0,1492,1069.0,1.59,0301001
301002.0,24.65,7.93,20037.0,3079.0,23.03,62.36,10.11,4.49,0.39,0.42,571.11,574.0,43.14,51.0,3.89,52.94,51.0,,0.6595744,0.8448276,0.0342067,-0.0321736,0.0757682,0.1140376,84.0,66.0,882,593.0,,0301002
301003.0,24.78,8.59,19960.0,3916.0,22.2,60.29,14.26,3.26,0.36,0.82,586.34,591.46,50.0,46.0,3.65,63.04,46.0,13.0,0.6829268,0.8461539,0.0483092,-0.0072377,0.0731967,0.1170774,85.0,68.0,1222,901.0,1.44,0301003
301004.0,25.22,9.12,25736.0,3726.0,24.94,56.51,14.57,3.97,0.67,0.75,565.35,540.0,50.0,50.0,3.76,30.0,50.0,23.0,0.680851,0.8333333,0.0499669,-0.0186277,0.0712777,0.120509,83.0,68.0,1058,771.0,2.98,0301004
302001.0,24.67,8.4,24066.0,3951.0,23.45,60.34,11.94,4.26,0.48,0.76,590.0,571.21,50.0,36.0,3.73,41.67,36.0,,0.6956522,0.8474576,0.030513,-0.0124194,0.0634534,0.1222385,85.0,70.0,973,731.0,,0302001
302002.0,25.19,8.74,22358.0,4497.0,26.1,55.05,14.48,4.38,0.51,0.76,591.09,578.04,51.85,53.0,3.6,40.74,53.0,18.0,0.6956522,0.85,0.0616063,-0.004058,0.0789739,0.1198214,85.0,70.0,1252,907.0,1.98,0302002
302003.0,24.92,8.33,18198.0,3483.0,23.28,59.07,15.44,2.21,0.46,1.15,561.19,545.24,43.14,51.0,3.43,47.06,51.0,,0.6666667,0.8653846,0.0661823,-0.0265079,0.0821135,0.1243057,87.0,67.0,963,725.0,,0302003
303001.0,24.82,8.54,24952.0,5011.0,24.16,54.9,17.06,3.89,0.42,0.82,570.41,562.86,53.57,56.0,3.41,51.79,56.0,20.0,0.6666667,0.84,0.0396058,-0.0206505,0.0693281,0.1100682,84.0,67.0,1356,1000.0,2.0,0303001
303002.0,24.76,8.3,21497.0,5356.0,23.85,61.53,11.13,3.5,0.26,0.54,603.7,589.59,50.75,67.0,3.67,67.16,67.0,,0.6956522,0.8474576,0.0402813,-0.0186666,0.0792144,0.1173222,85.0,70.0,1670,1208.0,,0303002
303003.0,24.66,8.42,19756.0,5104.0,23.48,58.78,12.81,4.93,0.37,0.63,585.94,573.12,63.49,63.0,3.67,52.38,63.0,,0.6511628,0.8518519,0.0416695,-0.0209719,0.0745561,0.1259916,85.0,65.0,1505,1100.0,,0303003
304001.0,24.27,7.93,18102.0,3125.0,18.43,62.6,14.63,4.34,0.45,,614.9,596.08,49.06,53.0,3.79,71.7,53.0,,0.6590909,0.8490566,0.0508409,-0.0199528,0.0821503,0.137478,85.0,66.0,1107,746.0,,0304001
304002.0,24.44,8.14,17708.0,4477.0,24.33,59.57,13.06,3.04,0.34,0.4,634.09,619.55,48.48,66.0,3.69,74.24,66.0,,0.68,0.8709677,0.0566613,-0.0244401,0.0867283,0.1251627,87.0,68.0,1609,1117.0,,0304002
304003.0,24.24,8.23,16710.0,3772.0,22.4,66.06,9.5,2.04,0.29,0.4,608.51,596.81,46.3,54.0,3.55,66.67,54.0,,0.6976744,0.8235294,0.0678744,-0.0064925,0.0789033,0.1052562,82.0,70.0,1221,845.0,,0304003
